Best solution in generation 37 is: x = [9, 10, 9, 11, 10, 3, 8, 9, 10, 4, 3, 5, 1, 1, 9, 3, 10, 6, 4, 4, 5, 10, 10, 7, 2, 6, 9, 7, 7, 6, 6, 9, 11, 10, 9, 3, 5, 10, 9, 6, 11, 9, 4, 1, 3, 2, 10, 8, 1, 10, 5, 3, 11, 10, 3, 8, 8, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 9, 11, 10, 3, 1, 9, 10, 7, 2, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 5, 4, 11, 3, 2, 7, 8, 3, 3, 9, 8, 5, 3, 9, 11, 11, 6, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.07586509265000611
Best solution in generation 38 is: x = [9, 10, 9, 11, 10, 3, 8, 9, 10, 4, 3, 5, 1, 1, 9, 3, 10, 6, 4, 4, 5, 10, 10, 7, 2, 6, 9, 7, 7, 6, 6, 9, 11, 10, 9, 3, 5, 10, 9, 6, 11, 9, 4, 1, 3, 2, 10, 8, 1, 10, 5, 3, 11, 10, 3, 8, 8, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 9, 11, 10, 3, 1, 9, 10, 7, 2, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 5, 4, 11, 3, 2, 7, 8, 3, 3, 9, 8, 5, 3, 9, 11, 11, 6, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.07586509265000611
Best solution in generation 39 is: x = [9, 10, 9, 11, 10, 3, 8, 9, 10, 4, 3, 5, 1, 1, 9, 3, 10, 6, 4, 4, 5, 10, 10, 7, 2, 6, 9, 7, 7, 6, 6, 9, 11, 10, 9, 3, 5, 10, 9, 6, 11, 9, 4, 1, 3, 2, 10, 8, 1, 10, 5, 3, 11, 10, 3, 8, 8, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 9, 11, 10, 3, 1, 9, 10, 7, 2, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 5, 4, 11, 3, 2, 7, 8, 3, 3, 9, 8, 5, 3, 9, 11, 11, 6, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.07586509265000611
Best solution in generation 40 is: x = [9, 10, 11, 11, 11, 3, 8, 7, 1, 4, 3, 5, 6, 2, 9, 7, 10, 6, 4, 2, 5, 6, 1, 7, 10, 6, 9, 2, 7, 6, 6, 9, 11, 10, 10, 2, 1, 10, 9, 6, 11, 9, 4, 1, 3, 2, 10, 8, 1, 10, 7, 11, 11, 10, 3, 6, 2, 1, 9, 9, 2, 4, 11, 7, 1, 2, 7, 10, 7, 7, 7, 9, 3, 10, 7, 5, 9, 10, 7, 2, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 5, 4, 11, 3, 2, 7, 2, 3, 3, 9, 8, 5, 3, 9, 11, 11, 2, 3, 9, 4, 10, 7, 8, 11, 4] f(x) = 0.07651575835154087
Best solution in generation 41 is: x = [9, 10, 9, 11, 10, 3, 8, 9, 10, 2, 3, 5, 1, 1, 9, 3, 10, 6, 4, 4, 5, 10, 10, 7, 11, 11, 9, 7, 7, 6, 6, 9, 6, 10, 10, 3, 5, 10, 9, 6, 11, 9, 4, 1, 3, 2, 10, 8, 1, 10, 2, 3, 11, 10, 3, 6, 8, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 9, 11, 10, 3, 1, 9, 10, 7, 2, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 5, 4, 11, 3, 2, 7, 8, 3, 3, 9, 8, 5, 3, 10, 11, 2, 6, 3, 9, 10, 10, 3, 8, 9, 4] f(x) = 0.07762282146744455
Best solution in generation 42 is: x = [9, 10, 9, 11, 10, 3, 8, 9, 10, 4, 3, 5, 5, 1, 9, 3, 10, 6, 4, 4, 5, 10, 10, 7, 2, 6, 9, 7, 7, 6, 6, 9, 11, 10, 9, 3, 5, 10, 9, 6, 11, 9, 4, 1, 3, 2, 10, 8, 1, 10, 5, 3, 11, 10, 3, 6, 8, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 9, 11, 10, 3, 1, 9, 10, 7, 2, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 5, 4, 11, 6, 2, 7, 8, 3, 3, 9, 8, 5, 3, 9, 8, 11, 6, 3, 9, 4, 10, 3, 8, 9, 10] f(x) = 0.07839191098786796
Best solution in generation 43 is: x = [9, 10, 9, 11, 10, 3, 8, 9, 10, 2, 3, 5, 1, 1, 9, 3, 10, 6, 4, 4, 5, 10, 10, 7, 11, 11, 9, 7, 7, 6, 6, 9, 6, 10, 10, 3, 5, 10, 9, 6, 7, 9, 4, 1, 3, 2, 10, 8, 1, 10, 2, 3, 11, 10, 3, 6, 8, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 9, 11, 10, 3, 1, 9, 10, 7, 2, 3, 3, 6, 10, 3, 2, 3, 11, 4, 4, 5, 3, 11, 3, 2, 7, 8, 3, 3, 9, 8, 5, 3, 10, 11, 2, 6, 3, 9, 10, 10, 7, 8, 11, 4] f(x) = 0.08369836255784842
Best solution in generation 44 is: x = [9, 10, 9, 11, 10, 3, 8, 9, 10, 2, 3, 5, 1, 1, 9, 3, 10, 6, 4, 4, 5, 10, 10, 7, 11, 11, 9, 7, 7, 6, 6, 9, 6, 10, 10, 3, 5, 10, 9, 6, 7, 9, 4, 1, 3, 2, 10, 8, 1, 10, 2, 3, 11, 10, 3, 6, 8, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 9, 11, 10, 3, 1, 9, 10, 7, 2, 3, 3, 6, 10, 3, 2, 3, 11, 4, 4, 5, 3, 11, 3, 2, 7, 8, 3, 3, 9, 8, 5, 3, 10, 11, 2, 6, 3, 9, 10, 10, 7, 8, 11, 4] f(x) = 0.08369836255784842
Best solution in generation 45 is: x = [9, 10, 9, 11, 10, 3, 8, 5, 10, 2, 3, 5, 1, 1, 9, 3, 10, 6, 4, 4, 5, 10, 10, 7, 11, 11, 9, 7, 7, 6, 6, 9, 6, 10, 10, 3, 5, 10, 9, 6, 7, 9, 4, 1, 3, 2, 10, 8, 1, 10, 2, 3, 11, 10, 3, 6, 8, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 9, 11, 10, 3, 1, 5, 10, 7, 2, 3, 3, 6, 10, 3, 2, 3, 11, 4, 4, 5, 3, 11, 3, 2, 7, 8, 3, 3, 9, 8, 5, 3, 10, 11, 2, 6, 3, 9, 10, 10, 7, 8, 11, 4] f(x) = 0.08373961130375347
Best solution in generation 46 is: x = [9, 10, 9, 11, 5, 3, 8, 9, 10, 2, 3, 5, 1, 1, 9, 3, 1, 6, 4, 4, 5, 10, 10, 7, 11, 11, 9, 7, 7, 6, 9, 9, 6, 10, 10, 3, 5, 10, 9, 6, 7, 9, 4, 1, 3, 2, 10, 8, 1, 10, 2, 3, 11, 10, 3, 6, 8, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 9, 11, 10, 3, 1, 9, 10, 7, 2, 3, 3, 6, 10, 3, 2, 3, 11, 4, 4, 5, 3, 11, 3, 2, 7, 8, 3, 3, 9, 8, 5, 3, 10, 11, 2, 6, 3, 9, 10, 10, 7, 8, 9, 10] f(x) = 0.08679467971014142
Best solution in generation 47 is: x = [9, 10, 9, 11, 5, 3, 8, 9, 10, 2, 3, 5, 1, 1, 9, 3, 1, 6, 4, 4, 5, 10, 10, 7, 11, 11, 9, 7, 7, 6, 9, 9, 6, 10, 10, 3, 5, 10, 9, 6, 7, 9, 4, 1, 3, 2, 10, 8, 1, 10, 2, 3, 11, 10, 3, 6, 8, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 9, 11, 10, 3, 1, 9, 10, 7, 2, 3, 3, 6, 10, 3, 2, 3, 11, 4, 4, 5, 3, 11, 3, 2, 7, 8, 3, 3, 9, 8, 5, 3, 10, 11, 2, 6, 3, 9, 10, 10, 7, 8, 9, 10] f(x) = 0.08679467971014142
Best solution in generation 48 is: x = [9, 10, 9, 11, 5, 3, 8, 9, 10, 2, 3, 5, 1, 1, 9, 3, 1, 6, 4, 4, 5, 10, 10, 7, 11, 11, 9, 7, 7, 6, 9, 9, 6, 10, 10, 3, 5, 10, 9, 6, 7, 9, 4, 1, 3, 2, 10, 8, 1, 10, 2, 3, 11, 10, 3, 6, 8, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 9, 11, 10, 3, 1, 9, 10, 7, 2, 3, 3, 6, 10, 3, 2, 3, 11, 4, 4, 5, 3, 11, 3, 2, 7, 8, 3, 3, 9, 8, 5, 3, 10, 11, 2, 6, 3, 9, 10, 10, 7, 8, 9, 10] f(x) = 0.08679467971014142
Best solution in generation 49 is: x = [9, 10, 9, 11, 5, 3, 8, 9, 10, 2, 3, 5, 1, 1, 9, 3, 1, 6, 4, 4, 5, 10, 10, 7, 11, 11, 9, 7, 7, 6, 9, 9, 6, 10, 10, 3, 5, 10, 9, 6, 7, 9, 4, 1, 3, 2, 10, 8, 1, 10, 2, 3, 11, 10, 3, 6, 8, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 9, 11, 10, 3, 1, 9, 10, 7, 2, 3, 3, 6, 10, 3, 2, 3, 11, 4, 4, 5, 3, 11, 3, 2, 7, 8, 3, 3, 9, 8, 5, 3, 10, 11, 2, 6, 3, 9, 10, 10, 7, 8, 9, 10] f(x) = 0.08679467971014142
Best repres&fitness: [9, 10, 9, 11, 5, 3, 8, 9, 10, 2, 3, 5, 1, 1, 9, 3, 1, 6, 4, 4, 5, 10, 10, 7, 11, 11, 9, 7, 7, 6, 9, 9, 6, 10, 10, 3, 5, 10, 9, 6, 7, 9, 4, 1, 3, 2, 10, 8, 1, 10, 2, 3, 11, 10, 3, 6, 8, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 9, 11, 10, 3, 1, 9, 10, 7, 2, 3, 3, 6, 10, 3, 2, 3, 11, 4, 4, 5, 3, 11, 3, 2, 7, 8, 3, 3, 9, 8, 5, 3, 10, 11, 2, 6, 3, 9, 10, 10, 7, 8, 9, 10] 0.08679467971014142
Nr. de comunitati: 11
